Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[72]     0.3    0.03    0.00                 b2DynamicTree::RemoveLeaf(int) [72]
-----------------------------------------------
                                                 <spontaneous>
[73]     0.3    0.03    0.00                 b2GrowableStack<int, 256>::Pop() [73]
-----------------------------------------------
                                                 <spontaneous>
[74]     0.3    0.03    0.00                 b2Vec2::Normalize() [74]
-----------------------------------------------
                                                 <spontaneous>
[75]     0.3    0.03    0.00                 b2Body::IsActive() const [75]
-----------------------------------------------
                                                 <spontaneous>
[76]     0.3    0.03    0.00                 b2Vec2::Length() const [76]
-----------------------------------------------
                                                 <spontaneous>
[77]     0.3    0.02    0.01                 b2Body::SynchronizeFixtures() [77]
                0.01    0.00 1660482/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                                                 <spontaneous>
[78]     0.3    0.02    0.01                 b2SimplexVertex::b2SimplexVertex() [78]
                0.01    0.00 4200066/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[79]     0.2    0.03    0.00                 b2DistanceProxy::GetVertex(int) const [79]
-----------------------------------------------
                0.00    0.00  371460/11772506     b2EdgeAndPolygonContact::Evaluate(b2Manifold*, b2Transform const&, b2Transform const&) [167]
                0.00    0.00  506520/11772506     b2EdgeAndCircleContact::Evaluate(b2Manifold*, b2Transform const&, b2Transform const&) [165]
                0.00    0.00  811236/11772506     b2CircleContact::Evaluate(b2Manifold*, b2Transform const&, b2Transform const&) [161]
                0.00    0.00  929624/11772506     b2World::SolveTOI(b2TimeStep const&) [15]
                0.00    0.00  988034/11772506     b2PolygonContact::Evaluate(b2Manifold*, b2Transform const&, b2Transform const&) [97]
                0.00    0.00 1187622/11772506     b2PolygonAndCircleContact::Evaluate(b2Manifold*, b2Transform const&, b2Transform const&) [159]
                0.01    0.00 2778010/11772506     b2ContactSolver::b2ContactSolver(b2ContactSolverDef*) [27]
                0.01    0.00 4200000/11772506     b2World::DrawShape(b2Fixture*, b2Transform const&, b2Color const&) [3]
[80]     0.2    0.02    0.00 11772506         b2Fixture::GetShape() [80]
-----------------------------------------------
                                                 <spontaneous>
[81]     0.2    0.02    0.00                 b2Mat33::Solve22(b2Vec2 const&) const [81]
                0.00    0.00 2360352/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[82]     0.2    0.02    0.00                 b2CollidePolygons(b2Manifold*, b2PolygonShape const*, b2Transform const&, b2PolygonShape const*, b2Transform const&) [82]
                0.00    0.00  282622/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00  282622/89684141     operator+(b2Vec2 const&, b2Vec2 const&) [9]
                0.00    0.00  282622/157729624     operator*(float, b2Vec2 const&) [7]
-----------------------------------------------
                                                 <spontaneous>
[83]     0.2    0.02    0.00                 b2World::DrawJoint(b2Joint*) [83]
                0.00    0.00  500000/4700000     b2Color::b2Color(float, float, float) [89]
                0.00    0.00 1000000/8864872     b2Body::GetTransform() const [118]
                0.00    0.00 1300000/1400000     debug_draw_t::DrawSegment(b2Vec2 const&, b2Vec2 const&, b2Color const&) [218]
-----------------------------------------------
                                                 <spontaneous>
[84]     0.2    0.02    0.00                 b2TimeOfImpact(b2TOIOutput*, b2TOIInput const*) [84]
                0.00    0.00  929624/53055077     float b2Max<float>(float, float) [21]
-----------------------------------------------
                                                 <spontaneous>
[85]     0.2    0.02    0.00                 b2CollideCircles(b2Manifold*, b2CircleShape const*, b2Transform const&, b2CircleShape const*, b2Transform const&) [85]
                0.00    0.00  405618/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00  317406/7121783     b2Vec2::SetZero() [115]
-----------------------------------------------
                                                 <spontaneous>
[86]     0.2    0.00    0.02                 b2Transform::b2Transform() [86]
                0.02    0.00 12733069/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[87]     0.2    0.01    0.01                 b2CollideEdgeAndCircle(b2Manifold*, b2EdgeShape const*, b2Transform const&, b2CircleShape const*, b2Transform const&) [87]
                0.00    0.00 1260884/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00  759651/157729624     operator*(float, b2Vec2 const&) [7]
                0.00    0.00  253217/89684141     operator+(b2Vec2 const&, b2Vec2 const&) [9]
                0.00    0.00  247844/585755660     b2Vec2::b2Vec2(float, float) [2]
                0.00    0.00      19/7121783     b2Vec2::SetZero() [115]
-----------------------------------------------
                0.00    0.00    4483/10174024     b2ContactManager::Destroy(b2Contact*) [172]
                0.00    0.00   87413/10174024     b2ContactManager::AddPair(void*, void*) [168]
                0.01    0.00 4994005/10174024     b2ContactManager::Collide() [31]
                0.01    0.00 5088123/10174024     b2World::SolveTOI(b2TimeStep const&) [15]
[88]     0.2    0.02    0.00 10174024         b2Contact::GetFixtureB() [88]
-----------------------------------------------
                0.00    0.00  500000/4700000     b2World::DrawJoint(b2Joint*) [83]
                0.02    0.00 4200000/4700000     b2World::DrawDebugData() [32]
[89]     0.2    0.02    0.00 4700000         b2Color::b2Color(float, float, float) [89]
-----------------------------------------------
                0.01    0.00 1387113/4165123     b2ContactSolver::StoreImpulses() [49]
                0.01    0.00 1389005/4165123     b2ContactSolver::b2ContactSolver(b2ContactSolverDef*) [27]
                0.01    0.00 1389005/4165123     b2ContactSolver::InitializeVelocityConstraints() [14]
[90]     0.2    0.02    0.00 4165123         b2Contact::GetManifold() [90]
-----------------------------------------------
                                                 <spontaneous>
[91]     0.2    0.02    0.00                 b2GrowableStack<int, 256>::Push(int const&) [91]
-----------------------------------------------
                                                 <spontaneous>
[92]     0.2    0.02    0.00                 b2Island::~b2Island() [92]
-----------------------------------------------
                                                 <spontaneous>
[93]     0.2    0.02    0.00                 b2Vec2::LengthSquared() const [93]
-----------------------------------------------
                                                 <spontaneous>
[94]     0.2    0.02    0.00                 b2Fixture::GetType() const [94]
-----------------------------------------------
                                                 <spontaneous>
[95]     0.2    0.01    0.01                 b2Sweep::b2Sweep() [95]
                0.01    0.00 5577018/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[96]     0.2    0.01    0.01                 b2Simplex::GetClosestPoint() const [96]
                0.00    0.00 1565134/157729624     operator*(float, b2Vec2 const&) [7]
                0.00    0.00  782567/89684141     operator+(b2Vec2 const&, b2Vec2 const&) [9]
-----------------------------------------------
                                                 <spontaneous>
[97]     0.2    0.01    0.00                 b2PolygonContact::Evaluate(b2Manifold*, b2Transform const&, b2Transform const&) [97]
                0.00    0.00  988034/11772506     b2Fixture::GetShape() [80]
-----------------------------------------------
                                                 <spontaneous>
[98]     0.2    0.01    0.01                 b2MulT(b2Rot const&, b2Vec2 const&) [98]
                0.01    0.00 4211640/585755660     b2Vec2::b2Vec2(float, float) [2]
-----------------------------------------------
                                                 <spontaneous>
[99]     0.1    0.01    0.00                 b2Rot::b2Rot() [99]
-----------------------------------------------
                                                 <spontaneous>
[100]    0.1    0.01    0.00                 b2Body::GetType() const [100]
-----------------------------------------------
                                                 <spontaneous>
[101]    0.1    0.01    0.00                 b2Contact::IsEnabled() const [101]
-----------------------------------------------
                                                 <spontaneous>
[102]    0.1    0.01    0.00                 b2MulT(b2Transform const&, b2Transform const&) [102]
                0.00    0.00  965726/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                                                 <spontaneous>
[103]    0.1    0.01    0.00                 b2EPCollider::ComputeEdgeSeparation() [103]
                0.00    0.00  742920/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                                                 <spontaneous>
[104]    0.1    0.01    0.00                 b2DistanceJoint::SolvePositionConstraints(b2SolverData const&) [104]
                0.00    0.00  404300/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00  303225/157729624     operator*(float, b2Vec2 const&) [7]
                0.00    0.00  101075/89684141     operator+(b2Vec2 const&, b2Vec2 const&) [9]
-----------------------------------------------
                                                 <spontaneous>
[105]    0.1    0.01    0.00                 b2Simplex::Solve2() [105]
                0.00    0.00  466845/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                                                 <spontaneous>
[106]    0.1    0.01    0.00                 b2SeparationFunction::FindMinSeparation(int*, int*, float) const [106]
                0.00    0.00  466451/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                                                 <spontaneous>
[107]    0.1    0.00    0.01                 b2Body::SynchronizeTransform() [107]
                0.01    0.00 2238072/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                                                 <spontaneous>
[108]    0.1    0.01    0.01                 b2DistanceProxy::b2DistanceProxy() [108]
                0.01    0.00 3718496/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[109]    0.1    0.01    0.00                 b2ClipSegmentToLine(b2ClipVertex*, b2ClipVertex const*, b2Vec2 const&, float, int) [109]
                0.00    0.00   93861/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00   93861/89684141     operator+(b2Vec2 const&, b2Vec2 const&) [9]
                0.00    0.00   93861/157729624     operator*(float, b2Vec2 const&) [7]
-----------------------------------------------
                                                 <spontaneous>
[110]    0.1    0.00    0.01                 b2CircleShape::ComputeAABB(b2AABB*, b2Transform const&, int) const [110]
                0.01    0.00 1805741/89684141     operator+(b2Vec2 const&, b2Vec2 const&) [9]
                0.00    0.00 3611482/12586794     b2Vec2::Set(float, float) [116]
-----------------------------------------------
                                                 <spontaneous>
[111]    0.1    0.01    0.00                 b2Mat22::Solve(b2Vec2 const&) const [111]
                0.00    0.00  296883/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[112]    0.1    0.00    0.01                 b2Simplex::GetWitnessPoints(b2Vec2*, b2Vec2*) const [112]
                0.00    0.00 1864340/157729624     operator*(float, b2Vec2 const&) [7]
                0.00    0.00  932190/89684141     operator+(b2Vec2 const&, b2Vec2 const&) [9]
-----------------------------------------------
                                                 <spontaneous>
[113]    0.1    0.00    0.01                 __libc_csu_init [113]
                0.01    0.00       1/1           __static_initialization_and_destruction_0(int, int) [114]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [243]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [242]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [114]
                0.01    0.00       1/1           __libc_csu_init [113]
[114]    0.1    0.01    0.00       1+1       __static_initialization_and_destruction_0(int, int) [114]
                0.00    0.00       1/103063745     b2Vec2::b2Vec2() [19]
                0.00    0.00       1/1           cs296::settings_t::settings_t() [210]
                                   1             __static_initialization_and_destruction_0(int, int) [114]
-----------------------------------------------
                0.00    0.00      11/7121783     b2PolygonShape::SetAsBox(float, float) [192]
                0.00    0.00      17/7121783     b2CircleShape::b2CircleShape() [195]
                0.00    0.00      19/7121783     b2CollideEdgeAndCircle(b2Manifold*, b2EdgeShape const*, b2Transform const&, b2CircleShape const*, b2Transform const&) [87]
                0.00    0.00      38/7121783     b2Body::ResetMassData() [184]
                0.00    0.00      56/7121783     b2PolygonShape::b2PolygonShape() [183]
                0.00    0.00      80/7121783     b2Body::b2Body(b2BodyDef const*, b2World*) [189]
                0.00    0.00     458/7121783     b2Body::SetAwake(bool) [186]
                0.00    0.00    4101/7121783     b2PulleyJoint::SolvePositionConstraints(b2SolverData const&) [64]
                0.00    0.00    4551/7121783     b2PulleyJoint::InitVelocityConstraints(b2SolverData const&) [141]
                0.00    0.00  317406/7121783     b2CollideCircles(b2Manifold*, b2CircleShape const*, b2Transform const&, b2CircleShape const*, b2Transform const&) [85]
                0.00    0.00 2795046/7121783     b2ContactSolver::b2ContactSolver(b2ContactSolverDef*) [27]
                0.01    0.00 4000000/7121783     b2World::ClearForces() [145]
[115]    0.1    0.01    0.00 7121783         b2Vec2::SetZero() [115]
-----------------------------------------------
                0.00    0.00       1/12586794     cs296::base_sim_t::base_sim_t() [180]
                0.00    0.00       1/12586794     ComputeCentroid(b2Vec2 const*, int) [191]
                0.00    0.00       2/12586794     b2DistanceJointDef::b2DistanceJointDef() [208]
                0.00    0.00       4/12586794     b2PulleyJointDef::b2PulleyJointDef() [205]
                0.00    0.00       6/12586794     b2RevoluteJointDef::b2RevoluteJointDef() [200]
                0.00    0.00      29/12586794     b2PolygonShape::ComputeMass(b2MassData*, float) const [182]
                0.00    0.00      45/12586794     cs296::dominos_t::dominos_t() [179]
                0.00    0.00      56/12586794     b2PolygonShape::SetAsBox(float, float, b2Vec2 const&, float) [196]
                0.00    0.00      78/12586794     b2BodyDef::b2BodyDef() [190]
                0.00    0.00      88/12586794     b2PolygonShape::SetAsBox(float, float) [192]
                0.00    0.00   16222/12586794     b2ContactSolver::InitializeVelocityConstraints() [14]
                0.00    0.00  317447/12586794     b2WorldManifold::Initialize(b2Manifold const*, b2Transform const&, float, b2Transform const&, float) [29]
                0.00    0.00  370129/12586794     b2EPCollider::Collide(b2Manifold*, b2EdgeShape const*, b2Transform const&, b2PolygonShape const*, b2Transform const&) [154]
                0.00    0.00 3611482/12586794     b2CircleShape::ComputeAABB(b2AABB*, b2Transform const&, int) const [110]
                0.01    0.00 8271204/12586794     b2Vec2::operator-() const [60]
[116]    0.1    0.01    0.00 12586794         b2Vec2::Set(float, float) [116]
-----------------------------------------------
                0.00    0.00    4483/10174024     b2ContactManager::Destroy(b2Contact*) [172]
                0.00    0.00   87413/10174024     b2ContactManager::AddPair(void*, void*) [168]
                0.00    0.00 4994005/10174024     b2ContactManager::Collide() [31]
                0.01    0.00 5088123/10174024     b2World::SolveTOI(b2TimeStep const&) [15]
[117]    0.1    0.01    0.00 10174024         b2Contact::GetFixtureA() [117]
-----------------------------------------------
                0.00    0.00 1000000/8864872     b2World::DrawJoint(b2Joint*) [83]
                0.00    0.00 3864872/8864872     b2Contact::Update(b2ContactListener*) [35]
                0.00    0.00 4000000/8864872     b2World::DrawDebugData() [32]
[118]    0.1    0.01    0.00 8864872         b2Body::GetTransform() const [118]
-----------------------------------------------
                0.01    0.00 1388942/1388942     b2Contact::Update(b2ContactListener*) [35]
[119]    0.1    0.01    0.00 1388942         b2ContactListener::PreSolve(b2Contact*, b2Manifold const*) [119]
-----------------------------------------------
                                                 <spontaneous>
[120]    0.1    0.01    0.00                 int b2Max<int>(int, int) [120]
-----------------------------------------------
                                                 <spontaneous>
[121]    0.1    0.01    0.00                 b2MulT(b2Rot const&, b2Rot const&) [121]
-----------------------------------------------
                                                 <spontaneous>
[122]    0.1    0.01    0.00                 b2BroadPhase::QueryCallback(int) [122]
-----------------------------------------------
                                                 <spontaneous>
[123]    0.1    0.01    0.00                 b2BroadPhase::MoveProxy(int, b2AABB const&, b2Vec2 const&) [123]
-----------------------------------------------
                                                 <spontaneous>
[124]    0.1    0.01    0.00                 b2GrowableStack<int, 256>::GetCount() [124]
-----------------------------------------------
                                                 <spontaneous>
[125]    0.1    0.01    0.00                 b2ContactManager::FindNewContacts() [125]
-----------------------------------------------
                                                 <spontaneous>
[126]    0.1    0.01    0.00                 b2Mat22::SetZero() [126]
-----------------------------------------------
                                                 <spontaneous>
[127]    0.1    0.01    0.00                 b2Sweep::Normalize() [127]
-----------------------------------------------
                                                 <spontaneous>
[128]    0.1    0.01    0.00                 b2Island::Add(b2Contact*) [128]
-----------------------------------------------
                                                 <spontaneous>
[129]    0.1    0.01    0.00                 b2Island::Report(b2ContactVelocityConstraint const*) [129]
                0.00    0.00 1389005/1389005     b2ContactListener::PostSolve(b2Contact*, b2ContactImpulse const*) [219]
-----------------------------------------------
                                                 <spontaneous>
[130]    0.1    0.01    0.00                 b2Contact::GetNext() [130]
-----------------------------------------------
                                                 <spontaneous>
[131]    0.1    0.01    0.00                 b2BroadPhase::TestOverlap(int, int) const [131]
-----------------------------------------------
                                                 <spontaneous>
[132]    0.1    0.01    0.00                 b2DynamicTree::GetFatAABB(int) const [132]
-----------------------------------------------
                                                 <spontaneous>
[133]    0.1    0.01    0.00                 b2RevoluteJoint::GetAnchorA() const [133]
-----------------------------------------------
                                                 <spontaneous>
[134]    0.1    0.01    0.00                 b2AABB::Contains(b2AABB const&) const [134]
-----------------------------------------------
                                                 <spontaneous>
[135]    0.1    0.01    0.00                 b2Body::GetMass() const [135]
-----------------------------------------------
                                                 <spontaneous>
[136]    0.1    0.01    0.00                 b2Shape::GetType() const [136]
-----------------------------------------------
                                                 <spontaneous>
[137]    0.1    0.01    0.00                 b2Contact::IsTouching() const [137]
-----------------------------------------------
                                                 <spontaneous>
[138]    0.1    0.01    0.00                 b2Contact::GetChildIndexB() const [138]
-----------------------------------------------
                                                 <spontaneous>
[139]    0.1    0.01    0.00                 b2Fixture::IsSensor() const [139]
-----------------------------------------------
                                                 <spontaneous>
[140]    0.1    0.01    0.00                 b2Distance(b2Vec2 const&, b2Vec2 const&) [140]
                0.00    0.00  934589/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                                                 <spontaneous>
[141]    0.1    0.00    0.01                 b2PulleyJoint::InitVelocityConstraints(b2SolverData const&) [141]
                0.01    0.00  195449/2388409     b2Vec2::operator*=(float) [44]
                0.00    0.00  400000/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00  400000/157729624     operator*(float, b2Vec2 const&) [7]
                0.00    0.00  200000/89684141     operator+(b2Vec2 const&, b2Vec2 const&) [9]
                0.00    0.00    4551/7121783     b2Vec2::SetZero() [115]
-----------------------------------------------
                0.00    0.01 1389005/1389005     b2ContactSolver::InitializeVelocityConstraints() [14]
[142]    0.1    0.00    0.01 1389005         b2WorldManifold::b2WorldManifold() [142]
                0.01    0.00 4167015/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[143]    0.1    0.01    0.00                 b2DistanceSquared(b2Vec2 const&, b2Vec2 const&) [143]
                0.00    0.00  318310/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                                                 <spontaneous>
[144]    0.1    0.00    0.01                 b2DistanceJoint::InitVelocityConstraints(b2SolverData const&) [144]
                0.00    0.00   99959/2388409     b2Vec2::operator*=(float) [44]
                0.00    0.00  399836/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00  299877/157729624     operator*(float, b2Vec2 const&) [7]
                0.00    0.00   99959/89684141     operator+(b2Vec2 const&, b2Vec2 const&) [9]
-----------------------------------------------
                                                 <spontaneous>
[145]    0.1    0.00    0.01                 b2World::ClearForces() [145]
                0.01    0.00 4000000/7121783     b2Vec2::SetZero() [115]
-----------------------------------------------
                                                 <spontaneous>
[146]    0.1    0.00    0.01                 b2TempPolygon::b2TempPolygon() [146]
                0.01    0.00 2971680/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[147]    0.0    0.01    0.00                 float b2Abs<float>(float) [147]
-----------------------------------------------
                                                 <spontaneous>
[148]    0.0    0.01    0.00                 b2BroadPhase::BufferMove(int) [148]
-----------------------------------------------
                                                 <spontaneous>
[149]    0.0    0.01    0.00                 b2BroadPhase::UnBufferMove(int) [149]
-----------------------------------------------
                                                 <spontaneous>
[150]    0.0    0.01    0.00                 b2PolygonContact::b2PolygonContact(b2Fixture*, b2Fixture*) [150]
-----------------------------------------------
                                                 <spontaneous>
[151]    0.0    0.01    0.00                 b2Body::Dump() [151]
-----------------------------------------------
                                                 <spontaneous>
[152]    0.0    0.00    0.00                 b2PositionSolverManifold::b2PositionSolverManifold() [152]
                0.00    0.00 2842080/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[153]    0.0    0.00    0.00                 b2ClipVertex::b2ClipVertex() [153]
                0.00    0.00 2802126/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[154]    0.0    0.00    0.00                 b2EPCollider::Collide(b2Manifold*, b2EdgeShape const*, b2Transform const&, b2PolygonShape const*, b2Transform const&) [154]
                0.00    0.00  740258/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00  370129/12586794     b2Vec2::Set(float, float) [116]
-----------------------------------------------
                                                 <spontaneous>
[155]    0.0    0.00    0.00                 b2Simplex::GetSearchDirection() const [155]
                0.00    0.00  782567/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                                                 <spontaneous>
[156]    0.0    0.00    0.00                 b2EPCollider::b2EPCollider() [156]
                0.00    0.00 2043030/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[157]    0.0    0.00    0.00                 main [157]
                0.00    0.00  100000/100000      cs296::base_sim_t::step(cs296::settings_t*) [158]
                0.00    0.00       1/1           cs296::dominos_t::create() [178]
                0.00    0.00  400000/400000      cs296::base_sim_t::get_world() [221]
                0.00    0.00  400000/500000      b2World::GetProfile() const [220]
                0.00    0.00       1/1           std::ios_base::precision(int) [247]
-----------------------------------------------
                0.00    0.00  100000/100000      main [157]
[158]    0.0    0.00    0.00  100000         cs296::base_sim_t::step(cs296::settings_t*) [158]
                0.00    0.00  800000/53055077     float b2Max<float>(float, float) [21]
                0.00    0.00  100000/100000      b2World::SetWarmStarting(bool) [223]
                0.00    0.00  100000/100000      b2World::SetContinuousPhysics(bool) [224]
                0.00    0.00  100000/100000      b2World::SetSubStepping(bool) [222]
                0.00    0.00  100000/500000      b2World::GetProfile() const [220]
-----------------------------------------------
                                                 <spontaneous>
[159]    0.0    0.00    0.00                 b2PolygonAndCircleContact::Evaluate(b2Manifold*, b2Transform const&, b2Transform const&) [159]
                0.00    0.00 1187622/11772506     b2Fixture::GetShape() [80]
-----------------------------------------------
                                                 <spontaneous>
[160]    0.0    0.00    0.00                 b2Simplex::ReadCache(b2SimplexCache const*, b2DistanceProxy const*, b2Transform const&, b2DistanceProxy const*, b2Transform const&) [160]
                0.00    0.00  468534/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                                                 <spontaneous>
[161]    0.0    0.00    0.00                 b2CircleContact::Evaluate(b2Manifold*, b2Transform const&, b2Transform const&) [161]
                0.00    0.00  811236/11772506     b2Fixture::GetShape() [80]
-----------------------------------------------
                                                 <spontaneous>
[162]    0.0    0.00    0.00                 b2DistanceOutput::b2DistanceOutput() [162]
                0.00    0.00  933348/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[163]    0.0    0.00    0.00                 b2SeparationFunction::b2SeparationFunction() [163]
                0.00    0.00  929342/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[164]    0.0    0.00    0.00                 b2ReferenceFace::b2ReferenceFace() [164]
                0.00    0.00  921995/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[165]    0.0    0.00    0.00                 b2EdgeAndCircleContact::Evaluate(b2Manifold*, b2Transform const&, b2Transform const&) [165]
                0.00    0.00  506520/11772506     b2Fixture::GetShape() [80]
-----------------------------------------------
                                                 <spontaneous>
[166]    0.0    0.00    0.00                 b2Mat22::b2Mat22() [166]
                0.00    0.00  609988/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[167]    0.0    0.00    0.00                 b2EdgeAndPolygonContact::Evaluate(b2Manifold*, b2Transform const&, b2Transform const&) [167]
                0.00    0.00  371460/11772506     b2Fixture::GetShape() [80]
-----------------------------------------------
                                                 <spontaneous>
[168]    0.0    0.00    0.00                 b2ContactManager::AddPair(void*, void*) [168]
                0.00    0.00  191416/27007520     b2Fixture::GetBody() [50]
                0.00    0.00   87413/10174024     b2Contact::GetFixtureB() [88]
                0.00    0.00   87413/10174024     b2Contact::GetFixtureA() [117]
-----------------------------------------------
                                                 <spontaneous>
[169]    0.0    0.00    0.00                 b2ContactSolver::SolveTOIPositionConstraints(int, int) [169]
                0.00    0.00   21812/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00   16359/157729624     operator*(float, b2Vec2 const&) [7]
                0.00    0.00    5453/42687445     float b2Min<float>(float, float) [22]
-----------------------------------------------
                                                 <spontaneous>
[170]    0.0    0.00    0.00                 b2Mul(b2Mat22 const&, b2Vec2 const&) [170]
                0.00    0.00  129776/585755660     b2Vec2::b2Vec2(float, float) [2]
-----------------------------------------------
                                                 <spontaneous>
[171]    0.0    0.00    0.00                 b2Sweep::Advance(float) [171]
                0.00    0.00    3710/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00    3710/157729624     operator*(float, b2Vec2 const&) [7]
-----------------------------------------------
                                                 <spontaneous>
[172]    0.0    0.00    0.00                 b2ContactManager::Destroy(b2Contact*) [172]
                0.00    0.00    8966/27007520     b2Fixture::GetBody() [50]
                0.00    0.00    4483/10174024     b2Contact::GetFixtureB() [88]
                0.00    0.00    4483/10174024     b2Contact::GetFixtureA() [117]
-----------------------------------------------
                                                 <spontaneous>
[173]    0.0    0.00    0.00                 b2SeparationFunction::Evaluate(int, int, float) const [173]
                0.00    0.00    5267/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                                                 <spontaneous>
[174]    0.0    0.00    0.00                 b2Island::SolveTOI(b2TimeStep const&, int, int) [174]
                0.00    0.00    7420/157729624     operator*(float, b2Vec2 const&) [7]
-----------------------------------------------
                                                 <spontaneous>
[175]    0.0    0.00    0.00                 b2Body::Advance(float) [175]
                0.00    0.00    3710/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                                                 <spontaneous>
[176]    0.0    0.00    0.00                 b2Manifold::b2Manifold() [176]
                0.00    0.00    9066/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[177]    0.0    0.00    0.00                 b2ManifoldPoint::b2ManifoldPoint() [177]
                0.00    0.00    9066/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                0.00    0.00       1/1           main [157]
[178]    0.0    0.00    0.00       1         cs296::dominos_t::create() [178]
                0.00    0.00       1/1           cs296::dominos_t::dominos_t() [179]
-----------------------------------------------
                0.00    0.00       1/1           cs296::dominos_t::create() [178]
[179]    0.0    0.00    0.00       1         cs296::dominos_t::dominos_t() [179]
                0.00    0.00       1/1           cs296::base_sim_t::base_sim_t() [180]
                0.00    0.00      28/56          b2PolygonShape::b2PolygonShape() [183]
                0.00    0.00      38/39          b2BodyDef::b2BodyDef() [190]
                0.00    0.00      45/12586794     b2Vec2::Set(float, float) [116]
                0.00    0.00      13/585755660     b2Vec2::b2Vec2(float, float) [2]
                0.00    0.00       3/3           b2RevoluteJointDef::b2RevoluteJointDef() [200]
                0.00    0.00       4/17          b2CircleShape::b2CircleShape() [195]
                0.00    0.00       1/1           b2PulleyJointDef::b2PulleyJointDef() [205]
                0.00    0.00       5/103063745     b2Vec2::b2Vec2() [19]
                0.00    0.00       1/2           b2EdgeShape::b2EdgeShape() [201]
                0.00    0.00       1/1           b2DistanceJointDef::b2DistanceJointDef() [208]
                0.00    0.00      19/19          b2PolygonShape::~b2PolygonShape() [231]
                0.00    0.00      16/23          b2FixtureDef::b2FixtureDef() [230]
                0.00    0.00       4/4           b2CircleShape::~b2CircleShape() [234]
                0.00    0.00       4/4           b2Body::GetWorldCenter() const [235]
                0.00    0.00       1/1           b2EdgeShape::~b2EdgeShape() [244]
-----------------------------------------------
                0.00    0.00       1/1           cs296::dominos_t::dominos_t() [179]
[180]    0.0    0.00    0.00       1         cs296::base_sim_t::base_sim_t() [180]
                0.00    0.00    2048/2048        cs296::contact_point_t::contact_point_t() [181]
